BRAND,MODEL,VARIANT,MPG,TRANSMISSION,DOORS,SUBMODEL,MSRP
Chevrolet,Silverado 1500,LT 4dr Crew Cab 5.8 ft. SB (4.3L 6cyl 6A),Highway:24;City:18,AUTOMATIC,4,Silverado 1500 Crew Cab,36745
Chevrolet,Silverado 1500,Z71 LTZ 4dr Crew Cab 6.5 ft. SB (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,42860
Chevrolet,Silverado 1500,Z71 LT 4dr Crew Cab 4WD 6.5 ft. SB (4.3L 6cyl 6A),Highway:22;City:17,AUTOMATIC,4,Silverado 1500 Crew Cab,42310
Chevrolet,Silverado 1500,Z71 LTZ 4dr Crew Cab 4WD 5.8 ft. SB (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,45810
Chevrolet,Silverado 1500,Z71 LT 4dr Crew Cab 5.8 ft. SB (4.3L 6cyl 6A),Highway:24;City:18,AUTOMATIC,4,Silverado 1500 Crew Cab,38335
Chevrolet,Silverado 1500,LTZ 4dr Crew Cab 4WD 5.8 ft. SB (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,45120
Chevrolet,Silverado 1500,LTZ 4dr Crew Cab 6.5 ft. SB (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,42270
Chevrolet,Silverado 1500,Work Truck 4dr Crew Cab 4WD 5.8 ft. SB (4.3L 6cyl 6A),Highway:22;City:17,AUTOMATIC,4,Silverado 1500 Crew Cab,37380
Chevrolet,Silverado 1500,LTZ 4dr Crew Cab 5.8 ft. SB (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,41970
Chevrolet,Silverado 1500,LT 4dr Crew Cab 4WD 6.5 ft. SB (4.3L 6cyl 6A),Highway:22;City:17,AUTOMATIC,4,Silverado 1500 Crew Cab,40620
Chevrolet,Silverado 1500,LTZ 4dr Crew Cab 4WD 6.5 ft. SB (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,45420
Chevrolet,Silverado 1500,Work Truck 4dr Crew Cab 4WD 6.5 ft. SB (4.3L 6cyl 6A),Highway:22;City:17,AUTOMATIC,4,Silverado 1500 Crew Cab,37680
Chevrolet,Silverado 1500,Work Truck 4dr Crew Cab 5.8 ft. SB (4.3L 6cyl 6A),Highway:24;City:18,AUTOMATIC,4,Silverado 1500 Crew Cab,34230
Chevrolet,Silverado 1500,Z71 LT 4dr Crew Cab 4WD 5.8 ft. SB (4.3L 6cyl 6A),Highway:22;City:17,AUTOMATIC,4,Silverado 1500 Crew Cab,42010
Chevrolet,Silverado 1500,Z71 LTZ 4dr Crew Cab 4WD 6.5 ft. SB (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,46110
Chevrolet,Silverado 1500,LS 4dr Crew Cab 5.8 ft. SB (4.3L 6cyl 6A),Highway:24;City:18,AUTOMATIC,4,Silverado 1500 Crew Cab,36090
Chevrolet,Silverado 1500,LS 4dr Crew Cab 4WD 5.8 ft. SB (4.3L 6cyl 6A),Highway:22;City:17,AUTOMATIC,4,Silverado 1500 Crew Cab,39240
Chevrolet,Silverado 1500,LT 4dr Crew Cab 6.5 ft. SB (4.3L 6cyl 6A),Highway:24;City:18,AUTOMATIC,4,Silverado 1500 Crew Cab,37045
Chevrolet,Silverado 1500,Z71 LT 4dr Crew Cab 6.5 ft. SB (4.3L 6cyl 6A),Highway:24;City:18,AUTOMATIC,4,Silverado 1500 Crew Cab,38635
Chevrolet,Silverado 1500,High Country 4dr Crew Cab 6.5 ft. SB (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Silverado 1500 Crew Cab,47875
Chevrolet,Silverado 2500HD,LTZ 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,49825
Chevrolet,Silverado 2500HD,LTZ 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,50020
Chevrolet,Silverado 2500HD,High Country 4dr Crew Cab SB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,52530
Chevrolet,Silverado 2500HD,LT 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,44490
Chevrolet,Silverado 2500HD,LT 4dr Crew Cab SB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,41195
Chevrolet,Silverado 2500HD,LT 4dr Crew Cab LB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,41390
Chevrolet,Silverado 2500HD,High Country 4dr Crew Cab LB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,52725
Chevrolet,Silverado 2500HD,High Country 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,55875
Chevrolet,Silverado 2500HD,LT 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,44685
Chevrolet,Silverado 2500HD,LTZ 4dr Crew Cab SB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,46675
Chevrolet,Silverado 2500HD,LTZ 4dr Crew Cab LB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,46870
Chevrolet,Silverado 2500HD,Work Truck 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,39720
Chevrolet,Silverado 2500HD,Work Truck 4dr Crew Cab 4WD LB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,39915
Chevrolet,Silverado 2500HD,High Country 4dr Crew Cab 4WD SB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,55680
Chevrolet,Silverado 2500HD,Work Truck 4dr Crew Cab SB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,36765
Chevrolet,Silverado 2500HD,Work Truck 4dr Crew Cab LB (6.0L 8cyl 6A),Highway:;City:,AUTOMATIC,4,Silverado 2500HD Crew Cab,36960
Chevrolet,Suburban,LTZ 4dr SUV (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Suburban SUV,63785
Chevrolet,Suburban,LS 4dr SUV 4WD (5.3L 8cyl 6A),Highway:22;City:15,AUTOMATIC,4,Suburban SUV,52000
Chevrolet,Suburban,LS 4dr SUV (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Suburban SUV,49000
Chevrolet,Suburban,LTZ 4dr SUV 4WD (5.3L 8cyl 6A),Highway:22;City:15,AUTOMATIC,4,Suburban SUV,66785
Chevrolet,Suburban,LT 4dr SUV (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Suburban SUV,54205
Chevrolet,Suburban,LT 4dr SUV 4WD (5.3L 8cyl 6A),Highway:22;City:15,AUTOMATIC,4,Suburban SUV,57205
Chevrolet,Tahoe,LT 4dr SUV 4WD (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Tahoe SUV,54505
Chevrolet,Tahoe,LS 4dr SUV 4WD (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Tahoe SUV,49300
Chevrolet,Tahoe,LTZ 4dr SUV (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Tahoe SUV,61085
Chevrolet,Tahoe,LS 4dr SUV (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Tahoe SUV,46300
Chevrolet,Tahoe,LTZ 4dr SUV 4WD (5.3L 8cyl 6A),Highway:22;City:16,AUTOMATIC,4,Tahoe SUV,64085
Chevrolet,Tahoe,LT 4dr SUV (5.3L 8cyl 6A),Highway:23;City:16,AUTOMATIC,4,Tahoe SUV,51505
Chevrolet,Trax,LTZ 4dr SUV AWD (1.4L 4cyl Turbo 6A),Highway:31;City:24,AUTOMATIC,4,Trax SUV,26530
Chevrolet,Trax,LS 4dr SUV AWD (1.4L 4cyl Turbo 6A),Highway:31;City:24,AUTOMATIC,4,Trax SUV,21620
Chevrolet,Trax,LT 4dr SUV (1.4L 4cyl Turbo 6A),Highway:34;City:26,AUTOMATIC,4,Trax SUV,22445
Chevrolet,Trax,LS 4dr SUV (1.4L 4cyl Turbo 6A),Highway:34;City:26,AUTOMATIC,4,Trax SUV,20120
Chevrolet,Trax,LT 4dr SUV AWD (1.4L 4cyl Turbo 6A),Highway:31;City:24,AUTOMATIC,4,Trax SUV,23945
Chevrolet,Trax,LTZ 4dr SUV (1.4L 4cyl Turbo 6A),Highway:34;City:26,AUTOMATIC,4,Trax SUV,25030
Chevrolet,Trax,LS Fleet 4dr SUV (1.4L 4cyl Turbo 6A),Highway:34;City:26,AUTOMATIC,4,Trax SUV,20040
Chevrolet,Trax,LS Fleet 4dr SUV AWD (1.4L 4cyl Turbo 6A),Highway:31;City:24,AUTOMATIC,4,Trax SUV,21540
Chrysler,200,S 4dr Sedan (2.4L 4cyl 9A),Highway:36;City:23,AUTOMATIC,4,200 Sedan,25170
Chrysler,200,C 4dr Sedan AWD (3.6L 6cyl 9A),Highway:29;City:18,AUTOMATIC,4,200 Sedan,30825
Chrysler,200,C 4dr Sedan (2.4L 4cyl 9A),Highway:36;City:23,AUTOMATIC,4,200 Sedan,26625
Chrysler,200,Limited 4dr Sedan (2.4L 4cyl 9A),Highway:36;City:23,AUTOMATIC,4,200 Sedan,23950
Chrysler,200,S 4dr Sedan AWD (3.6L 6cyl 9A),Highway:29;City:18,AUTOMATIC,4,200 Sedan,29370
Chrysler,200,LX 4dr Sedan (2.4L 4cyl 9A),Highway:36;City:23,AUTOMATIC,4,200 Sedan,21995
Chrysler,300,C 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,300 Sedan,40570
Chrysler,300,S 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,300 Sedan,35070
Chrysler,300,C Platinum 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,300 Sedan,42395
Chrysler,300,Limited 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,300 Sedan,31695
Chrysler,300,C 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,300 Sedan,38070
Chrysler,300,C Platinum 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,300 Sedan,44895
Chrysler,300,S 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,300 Sedan,37570
Chrysler,300,Limited 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,300 Sedan,34195
Chrysler,Town and Country,Touring-L 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,35315
Chrysler,Town and Country,Limited Platinum 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,40295
Chrysler,Town and Country,Limited 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,37945
Chrysler,Town and Country,LX 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,29995
Chrysler,Town and Country,Touring 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,31465
Chrysler,Town and Country,S 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Town and Country Minivan,33695
Dodge,Challenger,SXT Plus 2dr Coupe (3.6L 6cyl 8A),Highway:30;City:19,AUTOMATIC,2,Challenger Coupe,29995
Dodge,Challenger,SXT 2dr Coupe (3.6L 6cyl 8A),Highway:30;City:19,AUTOMATIC,2,Challenger Coupe,26995
Dodge,Challenger,R/T 2dr Coupe (5.7L 8cyl 6M),Highway:23;City:15,MANUAL,2,Challenger Coupe,31995
Dodge,Challenger,R/T Plus 2dr Coupe (5.7L 8cyl 6M),Highway:23;City:15,MANUAL,2,Challenger Coupe,34995
Dodge,Challenger,R/T Shaker 2dr Coupe (5.7L 8cyl 6M),Highway:23;City:15,MANUAL,2,Challenger Coupe,35795
Dodge,Challenger,R/T Plus Shaker 2dr Coupe (5.7L 8cyl 6M),Highway:23;City:15,MANUAL,2,Challenger Coupe,38795
Dodge,Charger,SXT 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,Charger Sedan,29995
Dodge,Charger,SRT Hellcat 4dr Sedan (6.2L 8cyl S/C 8A),Highway:22;City:13,AUTOMATIC,4,Charger SRT Hellcat,62295
Dodge,Charger,R/T Road and Track 4dr Sedan (5.7L 8cyl 8A),Highway:25;City:16,AUTOMATIC,4,Charger Sedan,36595
Dodge,Charger,SE 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,Charger Sedan,30995
Dodge,Charger,R/T 4dr Sedan (5.7L 8cyl 8A),Highway:25;City:16,AUTOMATIC,4,Charger Sedan,33595
Dodge,Charger,R/T Scat Pack 4dr Sedan (6.4L 8cyl 8A),Highway:25;City:15,AUTOMATIC,4,Charger Sedan,39995
Dodge,Charger,SE 4dr Sedan (3.6L 6cyl 8A),Highway:31;City:19,AUTOMATIC,4,Charger Sedan,27995
Dodge,Charger,SXT 4dr Sedan AWD (3.6L 6cyl 8A),Highway:27;City:18,AUTOMATIC,4,Charger Sedan,32995
Dodge,Dart,SE 4dr Sedan (2.0L 4cyl 6M),Highway:36;City:25,MANUAL,4,Dart Sedan,16495
Dodge,Dart,Limited 4dr Sedan (2.4L 4cyl 6A),Highway:35;City:23,AUTOMATIC,4,Dart Sedan,23795
Dodge,Dart,GT 4dr Sedan (2.4L 4cyl 6M),Highway:33;City:23,MANUAL,4,Dart Sedan,21645
Dodge,Dart,SXT 4dr Sedan (2.4L 4cyl 6M),Highway:35;City:22,MANUAL,4,Dart Sedan,19000
Dodge,Dart,Aero 4dr Sedan (1.4L 4cyl Turbo 6M),Highway:41;City:28,MANUAL,4,Dart Sedan,20495
Dodge,Durango,Citadel 4dr SUV AWD (3.6L 6cyl 8A),Highway:24;City:17,AUTOMATIC,4,Durango SUV,43595
Dodge,Durango,R/T 4dr SUV (5.7L 8cyl 8A),Highway:23;City:14,AUTOMATIC,4,Durango SUV,39995
Dodge,Durango,Limited 4dr SUV (3.6L 6cyl 8A),Highway:25;City:18,AUTOMATIC,4,Durango SUV,36895
Dodge,Durango,R/T 4dr SUV AWD (5.7L 8cyl 8A),Highway:22;City:14,AUTOMATIC,4,Durango SUV,42495
Dodge,Durango,Citadel 4dr SUV (3.6L 6cyl 8A),Highway:25;City:18,AUTOMATIC,4,Durango SUV,40995
Dodge,Durango,SXT 4dr SUV (3.6L 6cyl 8A),Highway:25;City:18,AUTOMATIC,4,Durango SUV,30495
Dodge,Durango,SXT 4dr SUV AWD (3.6L 6cyl 8A),Highway:24;City:17,AUTOMATIC,4,Durango SUV,33095
Dodge,Durango,Limited 4dr SUV AWD (3.6L 6cyl 8A),Highway:24;City:17,AUTOMATIC,4,Durango SUV,39495
Dodge,Grand Caravan,SXT Plus 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,28395
Dodge,Grand Caravan,SXT 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,27395
Dodge,Grand Caravan,R/T 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,30995
Dodge,Grand Caravan,American Value Package 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,21795
Dodge,Grand Caravan,SE Plus 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,25245
Dodge,Grand Caravan,SE 4dr Minivan (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Grand Caravan Minivan,24245
Dodge,Journey,R/T 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,33295
Dodge,Journey,American Value Package 4dr SUV (2.4L 4cyl 4A),Highway:26;City:19,AUTOMATIC,4,Journey SUV,20695
Dodge,Journey,Crossroad 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,29995
Dodge,Journey,SE 4dr SUV (2.4L 4cyl 4A),Highway:26;City:19,AUTOMATIC,4,Journey SUV,23495
Dodge,Journey,Limited 4dr SUV (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Journey SUV,31395
Dodge,Journey,SE 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,27395
Dodge,Journey,Limited 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,33295
Dodge,Journey,SXT 4dr SUV (2.4L 4cyl 4A),Highway:26;City:19,AUTOMATIC,4,Journey SUV,25195
Dodge,Journey,R/T 4dr SUV (3.6L 6cyl 6A),Highway:25;City:17,AUTOMATIC,4,Journey SUV,31395
Dodge,Journey,Crossroad 4dr SUV (2.4L 4cyl 4A),Highway:26;City:19,AUTOMATIC,4,Journey SUV,26595
Dodge,Journey,SXT 4dr SUV AWD (3.6L 6cyl 6A),Highway:24;City:16,AUTOMATIC,4,Journey SUV,28695
Dodge,Viper,SRT 2dr Coupe (8.4L 10cyl 6M),Highway:21;City:12,MANUAL,2,Viper Coupe,84995
Dodge,Viper,GTS 2dr Coupe (8.4L 10cyl 6M),Highway:21;City:12,MANUAL,2,Viper Coupe,107995
Dodge,Viper,GT 2dr Coupe (8.4L 10cyl 6M),Highway:21;City:12,MANUAL,2,Viper Coupe,94995
Dodge,Viper,GTC 2dr Coupe (8.4L 10cyl 6M),Highway:21;City:12,MANUAL,2,Viper Coupe,94995
FIAT,500,C 1957 Edition 2dr Convertible (1.4L 4cyl 5M),Highway:34;City:28,MANUAL,2,500 Convertible,24700
FIAT,500,C Lounge 2dr Convertible (1.4L 4cyl 5M),Highway:34;City:28,MANUAL,2,500 Convertible,22800
FIAT,500,C Pop 2dr Convertible (1.4L 4cyl 5M),Highway:34;City:28,MANUAL,2,500 Convertible,20345
FIAT,500L,Easy 4dr Wagon (1.4L 4cyl Turbo 6M),Highway:33;City:25,MANUAL,4,500L Wagon,20695
FIAT,500L,Lounge 4dr Wagon (1.4L 4cyl Turbo 6A),Highway:30;City:22,AUTOMATIC,4,500L Wagon,24695
FIAT,500L,Urbana Trekking 4dr Wagon (1.4L 4cyl Turbo 6M),Highway:33;City:25,MANUAL,4,500L Wagon,23095
FIAT,500L,Trekking 4dr Wagon (1.4L 4cyl Turbo 6M),Highway:33;City:25,MANUAL,4,500L Wagon,21695
FIAT,500L,Pop 4dr Wagon (1.4L 4cyl Turbo 6M),Highway:33;City:25,MANUAL,4,500L Wagon,19345
Ford,Escape,Titanium 4dr SUV AWD (1.6L 4cyl Turbo 6A),Highway:30;City:22,AUTOMATIC,4,Escape SUV,31485
Ford,Escape,SE 4dr SUV AWD (1.6L 4cyl Turbo 6A),Highway:30;City:22,AUTOMATIC,4,Escape SUV,27400
Ford,Escape,Titanium 4dr SUV (1.6L 4cyl Turbo 6A),Highway:32;City:23,AUTOMATIC,4,Escape SUV,29735
Ford,Escape,S 4dr SUV (2.5L 4cyl 6A),Highway:31;City:22,AUTOMATIC,4,Escape SUV,23450
Ford,Escape,SE 4dr SUV (1.6L 4cyl Turbo 6A),Highway:32;City:23,AUTOMATIC,4,Escape SUV,25650
Ford,Explorer,XLT 4dr SUV (3.5L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Explorer SUV,33000
Ford,Explorer,4dr SUV AWD (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,Explorer SUV,32700
Ford,Explorer,XLT 4dr SUV AWD (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,Explorer SUV,35000
Ford,Explorer,4dr SUV (3.5L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Explorer SUV,30700
Ford,Explorer,Limited 4dr SUV (3.5L 6cyl 6A),Highway:24;City:17,AUTOMATIC,4,Explorer SUV,38200
Ford,Explorer,Limited 4dr SUV AWD (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,Explorer SUV,40200
Ford,Explorer,Sport 4dr SUV AWD (3.5L 6cyl Turbo 6A),Highway:22;City:16,AUTOMATIC,4,Explorer SUV,43100
Ford,F-150,King Ranch 4dr SuperCrew 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,49120
Ford,F-150,Lariat 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCab,43785
Ford,F-150,Platinum 4dr SuperCrew 5.5 ft. SB (5.0L 8cyl 6A),Highway:22;City:15,AUTOMATIC,4,F-150 SuperCrew,51585
Ford,F-150,XL 4dr SuperCrew 5.5 ft. SB (3.5L 6cyl 6A),Highway:25;City:18,AUTOMATIC,4,F-150 SuperCrew,32545
Ford,F-150,Platinum 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,55010
Ford,F-150,XLT 4dr SuperCab 8 ft. LB (2.7L 6cyl Turbo 6A),Highway:26;City:19,AUTOMATIC,4,F-150 SuperCab,35310
Ford,F-150,XLT 4dr SuperCrew 5.5 ft. SB (3.5L 6cyl 6A),Highway:25;City:18,AUTOMATIC,4,F-150 SuperCrew,36555
Ford,F-150,King Ranch 4dr SuperCrew 6.5 ft. SB (5.0L 8cyl 6A),Highway:22;City:15,AUTOMATIC,4,F-150 SuperCrew,49420
Ford,F-150,XLT 4dr SuperCab 4WD 6.5 ft. SB (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCab,37630
Ford,F-150,Lariat 4dr SuperCab 8 ft. LB (2.7L 6cyl Turbo 6A),Highway:26;City:19,AUTOMATIC,4,F-150 SuperCab,39610
Ford,F-150,XL 4dr SuperCab 8 ft. LB (2.7L 6cyl Turbo 6A),Highway:26;City:19,AUTOMATIC,4,F-150 SuperCab,31200
Ford,F-150,Lariat 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 6A),Highway:26;City:19,AUTOMATIC,4,F-150 SuperCab,39310
Ford,F-150,XL 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCrew,36055
Ford,F-150,XLT 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,41840
Ford,F-150,XLT 4dr SuperCab 6.5 ft. SB (3.5L 6cyl 6A),Highway:25;City:18,AUTOMATIC,4,F-150 SuperCab,34205
Ford,F-150,Lariat 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 6A),Highway:23;City:18,AUTOMATIC,4,F-150 SuperCrew,45090
Ford,F-150,XLT 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 6A),Highway:26;City:19,AUTOMATIC,4,F-150 SuperCrew,37665
Ford,F-150,XL 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 6A),Highway:26;City:19,AUTOMATIC,4,F-150 SuperCrew,33655
Ford,F-150,Platinum 4dr SuperCrew 6.5 ft. SB (5.0L 8cyl 6A),Highway:22;City:15,AUTOMATIC,4,F-150 SuperCrew,51885
Ford,F-150,Lariat 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 6A),Highway:23;City:18,AUTOMATIC,4,F-150 SuperCab,42735
Ford,F-150,Lariat 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 6A),Highway:26;City:19,AUTOMATIC,4,F-150 SuperCrew,41970
Ford,F-150,Platinum 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,55305
Ford,F-150,Lariat 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 6A),Highway:26;City:19,AUTOMATIC,4,F-150 SuperCrew,41670
Ford,F-150,XL 4dr SuperCab 4WD 6.5 ft. SB (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCab,33515
Ford,F-150,XLT 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCab,39485
Ford,F-150,XL 4dr SuperCab 6.5 ft. SB (3.5L 6cyl 6A),Highway:25;City:18,AUTOMATIC,4,F-150 SuperCab,30090
Ford,F-150,King Ranch 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,52545
Ford,F-150,XLT 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl 6A),Highway:23;City:17,AUTOMATIC,4,F-150 SuperCrew,40050
Ford,F-150,XL 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCab,35360
Ford,F-150,King Ranch 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,52845
Ford,F-150,XL 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,37815
Ford,F-150,Lariat 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A),Highway:21;City:15,AUTOMATIC,4,F-150 SuperCrew,46140
Ford,F-250 Super Duty,XL 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,37630
Ford,F-250 Super Duty,XLT 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,42195
Ford,F-250 Super Duty,Lariat 4dr Crew Cab LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,45900
Ford,F-250 Super Duty,King Ranch 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,51260
Ford,F-250 Super Duty,Platinum 4dr Crew Cab 4WD SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,54970
Ford,F-250 Super Duty,Platinum 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,55170
Ford,F-250 Super Duty,King Ranch 4dr Crew Cab 4WD LB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,54655
Ford,F-250 Super Duty,XL 4dr Crew Cab SB (6.2L 8cyl 6A),Highway:;City:,AUTOMATIC,4,F-250 Super Duty Crew Cab,34830
